category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0002684	0.00725271927581497	0.996781196684185	18	115	positive regulation of immune system process	BP	0.337430777038586	1
GO:0016832	0.00726578470289406	0.999567781808199	3	6	aldehyde-lyase activity	MF	0.337430777038586	1
GO:0034097	0.00735388564864545	0.998107898359204	8	31	response to cytokine	BP	0.3400201614004	1
GO:0042030	0.00737721817349813	0.999871857774776	2	3	ATPase inhibitor activity	MF	0.3400201614004	1
GO:0040017	0.00753203577889399	0.997088585928634	14	70	positive regulation of locomotion	BP	0.341695297182842	1
GO:0005886	0.007556314144084	0.994191941604741	160	1480	plasma membrane	CC	0.341695297182842	1
GO:0048589	0.00757728766039635	0.995205758681503	51	378	developmental growth	BP	0.341695297182842	1
GO:0002225	0.00758141686069677	0.997445598288261	11	57	positive regulation of antimicrobial peptide production	BP	0.341695297182842	1
GO:0002699	0.00758141686069677	0.997445598288261	11	57	positive regulation of immune effector process	BP	0.341695297182842	1
GO:0002702	0.00758141686069677	0.997445598288261	11	57	positive regulation of production of molecular mediator of immune response	BP	0.341695297182842	1
GO:0001700	0.00776522793736631	0.995929896279886	27	167	embryonic development via the syncytial blastoderm	BP	0.348692992746294	1
GO:0002181	0.00796541014099786	0.996893275412723	13	134	cytoplasmic translation	BP	0.356371866161714	1
GO:0000902	0.008080024942106	0.994453254570366	74	562	cell morphogenesis	BP	0.360180381908331	1
GO:0005215	0.00813599294528928	0.994207555729659	89	833	transporter activity	MF	0.361356428486412	1
GO:0048598	0.00826046700307126	0.995252520594713	35	239	embryonic morphogenesis	BP	0.365555594114175	1
GO:0032103	0.00837104897835214	0.996127907974843	19	128	positive regulation of response to external stimulus	BP	0.366738332638472	1
GO:0005200	0.00840864630615493	0.997977838256566	7	31	structural constituent of cytoskeleton	MF	0.366738332638472	1
GO:0046034	0.00844359637851558	0.997241447762149	10	62	ATP metabolic process	BP	0.366738332638472	1
GO:0046661	0.00844784647489891	0.997761257900009	8	32	male sex differentiation	BP	0.366738332638472	1
GO:0048018	0.00846470642340765	0.99658642151223	14	106	receptor ligand activity	MF	0.366738332638472	1
GO:0046365	0.00849373532978771	0.998954478180264	4	13	monosaccharide catabolic process	BP	0.366738332638472	1
GO:0140678	0.00849737580945533	0.999464061742872	3	6	molecular function inhibitor activity	MF	0.366738332638472	1
GO:0009790	0.0085630744920606	0.994176496300476	69	547	embryo development	BP	0.367228303597977	1
GO:0005784	0.00859871638117437	0.999772475223762	2	4	Sec61 translocon complex	CC	0.367228303597977	1
GO:0060252	0.00864735111279055	0.999451012061717	3	6	positive regulation of glial cell proliferation	BP	0.367228303597977	1
GO:0030055	0.00868967803964774	0.997241219212461	10	44	cell-substrate junction	CC	0.367228303597977	1
GO:0031330	0.00871247438783844	0.997188083154587	10	51	negative regulation of cellular catabolic process	BP	0.367228303597977	1
GO:0040007	0.00873567879762767	0.994261825119669	58	445	growth	BP	0.367228303597977	1
GO:0002760	0.00874925792918056	0.996986557703397	11	58	positive regulation of antimicrobial humoral response	BP	0.367228303597977	1
GO:0002922	0.00874925792918056	0.996986557703397	11	58	positive regulation of humoral immune response	BP	0.367228303597977	1
GO:0098552	0.00882658097926541	0.99610090345829	17	110	side of membrane	CC	0.369205000276533	1
GO:0030509	0.00898249505735165	0.996596393215362	13	64	BMP signaling pathway	BP	0.371207445556045	1
GO:0071773	0.00898249505735165	0.996596393215362	13	64	cellular response to BMP stimulus	BP	0.371207445556045	1
GO:0051960	0.00901953504507351	0.994919851916703	32	220	regulation of nervous system development	BP	0.371207445556045	1
GO:0010507	0.00902131732607785	0.997821656853394	7	29	negative regulation of autophagy	BP	0.371207445556045	1
GO:0016716	0.00902641324137426	0.999417638883532	3	6	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen	MF	0.371207445556045	1
GO:0045824	0.00912588297420113	0.997735611121382	7	35	negative regulation of innate immune response	BP	0.374038706868767	1
GO:0040013	0.00916122485592186	0.998171606468922	6	19	negative regulation of locomotion	BP	0.374231439432206	1
GO:1901379	0.00920921622605055	0.99840322601655	5	20	regulation of potassium ion transmembrane transport	BP	0.374937889949938	1
GO:0043546	0.00928301273570908	1	2	2	molybdopterin cofactor binding	MF	0.376686769282228	1
GO:0045926	0.00954036492175639	0.995566662179772	19	110	negative regulation of growth	BP	0.382902046753222	1
GO:0048843	0.00955166796005494	0.999466046120891	3	5	negative regulation of axon extension involved in axon guidance	BP	0.382902046753222	1
GO:0002833	0.00957487552859036	0.995724339694456	17	114	positive regulation of response to biotic stimulus	BP	0.382902046753222	1
GO:0042770	0.00960893495681871	0.99708246932752	9	44	signal transduction in response to DNA damage	BP	0.382902046753222	1
GO:0004175	0.00960894886570586	0.994441396977145	33	344	endopeptidase activity	MF	0.382902046753222	1
GO:0006210	0.00965562718192176	1	2	2	thymine catabolic process	BP	0.382902046753222	1
GO:0019859	0.00965562718192176	1	2	2	thymine metabolic process	BP	0.382902046753222	1
GO:0017171	0.00975995958535954	0.994683229293389	27	292	serine hydrolase activity	MF	0.384101108458067	1
GO:0051262	0.00976403384450008	0.999351136322456	3	6	protein tetramerization	BP	0.384101108458067	1
GO:0002775	0.00989511691621569	0.996145917427488	13	77	antimicrobial peptide production	BP	0.384101108458067	1
GO:0002784	0.00989511691621569	0.996145917427488	13	77	regulation of antimicrobial peptide production	BP	0.384101108458067	1
GO:0033013	0.00993287601529351	0.998641495681817	4	17	tetrapyrrole metabolic process	BP	0.384101108458067	1
GO:0004566	0.00998615363492337	1	2	2	beta-glucuronidase activity	MF	0.384101108458067	1
GO:0019389	0.00998615363492337	1	2	2	glucuronoside metabolic process	BP	0.384101108458067	1
GO:0019391	0.00998615363492337	1	2	2	glucuronoside catabolic process	BP	0.384101108458067	1
GO:0006260	0.0100399293924066	0.995377779091807	18	121	DNA replication	BP	0.384101108458067	1
GO:0038061	0.0100705378198013	0.999425577934004	3	5	NIK/NF-kappaB signaling	BP	0.384101108458067	1
GO:0000278	0.0100855415461321	0.993330935672731	57	486	mitotic cell cycle	BP	0.384101108458067	1
GO:0008236	0.0100930949940029	0.99495533154113	21	230	serine-type peptidase activity	MF	0.384101108458067	1
GO:0050878	0.0100946828078467	0.998267447677321	5	17	regulation of body fluid levels	BP	0.384101108458067	1
GO:0061844	0.0101353771950699	0.996036446184932	13	78	antimicrobial humoral immune response mediated by antimicrobial peptide	BP	0.384451854225415	1
GO:0016798	0.0103290335303387	0.995611875461964	15	101	hydrolase activity, acting on glycosyl bonds	MF	0.390388442143802	1
GO:0046332	0.010385768521576	0.998816235164994	4	9	SMAD binding	MF	0.390388442143802	1
GO:0071772	0.0103877717125213	0.995983127684627	13	65	response to BMP	BP	0.390388442143802	1
GO:0008361	0.0104918213321632	0.995189559741543	18	104	regulation of cell size	BP	0.393089281444911	1
GO:0097575	0.0106103179002394	0.999382594661048	3	5	lateral cell cortex	CC	0.395763345840063	1
GO:0002920	0.010672056107457	0.995626151254996	14	86	regulation of humoral immune response	BP	0.395763345840063	1
GO:0006544	0.0106884895793576	0.999140494703345	3	8	glycine metabolic process	BP	0.395763345840063	1
GO:0007279	0.010692803678338	0.997765421409466	6	20	pole cell formation	BP	0.395763345840063	1
GO:0009112	0.0108004637070288	0.997641738848045	6	25	nucleobase metabolic process	BP	0.397402209008107	1
GO:0071256	0.0108021560005479	0.999626934212046	2	5	translocon complex	CC	0.397402209008107	1
GO:0048569	0.0109012961045054	0.992649696392399	62	490	post-embryonic animal organ development	BP	0.399513554432521	1
GO:1901981	0.0109249653823859	0.995697953927123	13	75	phosphatidylinositol phosphate binding	MF	0.399513554432521	1
GO:0004556	0.0110455696000757	0.999762400357433	2	3	alpha-amylase activity	MF	0.399567563374965	1
GO:0016160	0.0110455696000757	0.999762400357433	2	3	amylase activity	MF	0.399567563374965	1
GO:0050832	0.0110790045492738	0.996236980980813	10	60	defense response to fungus	BP	0.399567563374965	1
GO:0015217	0.0111118665676068	0.999760210438266	2	3	ADP transmembrane transporter activity	MF	0.399567563374965	1
GO:0006213	0.0111500505796185	0.999048332679095	3	9	pyrimidine nucleoside metabolic process	BP	0.399567563374965	1
GO:0046135	0.0111500505796185	0.999048332679095	3	9	pyrimidine nucleoside catabolic process	BP	0.399567563374965	1
GO:0030215	0.0111690359163325	0.998698578917997	4	9	semaphorin receptor binding	MF	0.399567563374965	1
GO:0140571	0.0112332893540246	0.999079680264475	3	8	transmembrane ascorbate ferrireductase activity	MF	0.399567563374965	1
GO:0033500	0.0112621768907638	0.995983236793315	11	57	carbohydrate homeostasis	BP	0.399567563374965	1
GO:0002440	0.0112862951829346	0.995524225887296	13	78	production of molecular mediator of immune response	BP	0.399567563374965	1
GO:0002700	0.0112862951829346	0.995524225887296	13	78	regulation of production of molecular mediator of immune response	BP	0.399567563374965	1
GO:0031983	0.0116730886923796	1	2	2	vesicle lumen	CC	0.411859103060931	1
GO:0015106	0.0117616887813207	1	2	2	bicarbonate transmembrane transporter activity	MF	0.411859103060931	1
GO:0005042	0.0117706961463478	1	2	2	netrin receptor activity	MF	0.411859103060931	1
GO:0007183	0.0118248963378259	1	2	2	SMAD protein complex assembly	BP	0.411859103060931	1
GO:0010990	0.0118248963378259	1	2	2	regulation of SMAD protein complex assembly	BP	0.411859103060931	1
GO:0010001	0.0118358068752568	0.9963314164429	9	39	glial cell differentiation	BP	0.411859103060931	1
GO:0009205	0.0119273502535589	0.995873729634745	10	66	purine ribonucleoside triphosphate metabolic process	BP	0.412879571733461	1
GO:1903818	0.0119327402015647	0.998296369299013	4	16	positive regulation of voltage-gated potassium channel activity	BP	0.412879571733461	1
GO:0005657	0.0121619617083467	0.996842084538722	7	32	replication fork	CC	0.418833824334178	1
GO:0016614	0.0121758548148607	0.99451872730129	16	128	oxidoreductase activity, acting on CH-OH group of donors	MF	0.418833824334178	1
GO:0008378	0.0122195423090039	0.997226634952272	6	27	galactosyltransferase activity	MF	0.418833824334178	1
GO:0030546	0.0122510937608926	0.994818862524828	14	111	signaling receptor activator activity	MF	0.418833824334178	1
GO:0050308	0.0122821248334548	0.999720395683471	2	3	sugar-phosphatase activity	MF	0.418833824334178	1
GO:0090385	0.0123105733531988	0.999719400892188	2	3	phagosome-lysosome fusion	BP	0.418833824334178	1
GO:0002165	0.012436711464126	0.991379370747792	69	561	instar larval or pupal development	BP	0.420894524898208	1
GO:0030514	0.0124434412844764	0.996833651528076	7	27	negative regulation of BMP signaling pathway	BP	0.420894524898208	1
GO:0050778	0.0124745225162233	0.994427014624552	16	104	positive regulation of immune response	BP	0.420894524898208	1
GO:0060541	0.0127123378984483	0.992395939403522	36	255	respiratory system development	BP	0.42773690107892	1
GO:0072698	0.012928671162685	0.998196587026349	4	13	protein localization to microtubule cytoskeleton	BP	0.433820850497347	1
GO:0035372	0.0130363449432184	0.998870332180157	3	8	protein localization to microtubule	BP	0.436189988699078	1
GO:0071363	0.0130707004964682	0.993707988341159	19	115	cellular response to growth factor stimulus	BP	0.436189988699078	1
GO:0080134	0.0131861077125871	0.99177957828413	41	345	regulation of response to stress	BP	0.438842287742611	1
GO:0032958	0.0132722610843482	0.999008844475917	3	6	inositol phosphate biosynthetic process	BP	0.440509230663664	1
GO:0019730	0.0133721440170644	0.994112169301768	15	111	antimicrobial humoral response	BP	0.441485003668473	1
GO:0035208	0.013373952133399	0.998899595958662	3	7	positive regulation of hemocyte proliferation	BP	0.441485003668473	1
GO:0048732	0.0134313406642032	0.992513629721096	28	190	gland development	BP	0.442184352756275	1
GO:0007301	0.0135552201787129	0.998241566160259	4	10	female germline ring canal formation	BP	0.445063062534407	1
GO:1990204	0.0137041058695833	0.995064806163971	10	92	oxidoreductase complex	CC	0.446961529610354	1
GO:0002164	0.0137176330821228	0.992489924184272	26	195	larval development	BP	0.446961529610354	1
GO:0099512	0.0137374596835345	0.992152434340559	30	212	supramolecular fiber	CC	0.446961529610354	1
GO:0051961	0.0137594183014158	0.993842808199094	16	89	negative regulation of nervous system development	BP	0.446961529610354	1
GO:0010506	0.0138257745086755	0.99342499074589	18	117	regulation of autophagy	BP	0.447925755567541	1
GO:0009144	0.0138922397129525	0.995073801945051	10	67	purine nucleoside triphosphate metabolic process	BP	0.448888401730163	1
GO:0002683	0.0140340872019928	0.994249035636424	13	83	negative regulation of immune system process	BP	0.452041347344948	1
GO:0048149	0.0140638375627215	0.99484297885239	11	54	behavioral response to ethanol	BP	0.452041347344948	1
GO:0009895	0.0142339002908882	0.995016529750588	10	54	negative regulation of catabolic process	BP	0.456306714312095	1
GO:0050776	0.0143208501492689	0.992118616756087	26	203	regulation of immune response	BP	0.457892313411441	1
GO:0070887	0.0144145147513109	0.99023629694657	58	514	cellular response to chemical stimulus	BP	0.458603006520846	1
GO:0006862	0.0144512520944319	0.998775310058454	3	7	nucleotide transport	BP	0.458603006520846	1
GO:0070848	0.0144557194621357	0.992963534477901	19	116	response to growth factor	BP	0.458603006520846	1
GO:0048934	0.0147764435917723	0.998031802526982	4	10	peripheral nervous system neuron differentiation	BP	0.466355250723272	1
GO:0048935	0.0147764435917723	0.998031802526982	4	10	peripheral nervous system neuron development	BP	0.466355250723272	1
GO:0030018	0.0148938389391388	0.994817618570326	10	47	Z disc	CC	0.467717654674075	1
GO:0097305	0.0148961984336184	0.992566598678929	20	126	response to alcohol	BP	0.467717654674075	1
GO:0051536	0.0151461010052441	0.995330456190165	8	48	iron-sulfur cluster binding	MF	0.471874584984749	1
GO:0051540	0.0151461010052441	0.995330456190165	8	48	metal cluster binding	MF	0.471874584984749	1
GO:0005342	0.0151998052490436	0.993059032170038	16	102	organic acid transmembrane transporter activity	MF	0.471874584984749	1
GO:0046943	0.0151998052490436	0.993059032170038	16	102	carboxylic acid transmembrane transporter activity	MF	0.471874584984749	1
GO:0048523	0.0152217608059597	0.988243487277151	134	1316	negative regulation of cellular process	BP	0.471874584984749	1
GO:0002252	0.0152745155611512	0.992643857914793	18	121	immune effector process	BP	0.472311222946583	1
GO:0031672	0.0154025001200613	0.996438372797268	6	22	A band	CC	0.47506600117785	1
GO:0004850	0.0156610502476758	0.999593720842236	2	3	uridine phosphorylase activity	MF	0.47940869104038	1
GO:0006218	0.0156610502476758	0.999593720842236	2	3	uridine catabolic process	BP	0.47940869104038	1
GO:0046108	0.0156610502476758	0.999593720842236	2	3	uridine metabolic process	BP	0.47940869104038	1
GO:0042594	0.0157208747895648	0.991784466914081	22	156	response to starvation	BP	0.480036911699361	1
GO:0090092	0.0158637524563266	0.993725441275323	12	66	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	0.480323422376016	1
GO:0001523	0.0159941391700974	0.998435833762491	3	9	retinoid metabolic process	BP	0.480323422376016	1
GO:0016101	0.0159941391700974	0.998435833762491	3	9	diterpenoid metabolic process	BP	0.480323422376016	1
GO:0020037	0.0160134952195828	0.99220273113919	18	137	heme binding	MF	0.480323422376016	1
GO:0042592	0.0160313129324008	0.989237198594276	54	462	homeostatic process	BP	0.480323422376016	1
